,tweet
563,amigas amanha é o último dia q vcs tem pra beber comigo
564,Diário do SG2: 28 de junho de 2019 e seguimos sem nenhuma data do lead ou álbum
565,"queria amigar nessas férias mano, faz tempo q n cvs c ngm novo"
566,Nossa qual a necessidade deles fazerem isso?
567,O esquema é TFT biaa hahahah
568,Sim simmm
570,Eu nunca pensei que ia amar tanto alguém ao ponto de querer tirar isso de mim
571,ISSO EH RIDICULO obrigada por esse tweet gabriela.... perfection
572,Férias sua linda você chegou 🙏🏾🙏🏾😍
573,Foi so pra ter buxo pq a bixa é sapatao
574,"sim mo, parece que me esfreguei no carvão sksls"
575,Crlh a pergunta foi pra tu e n pra mim KKKK
577,"comi um Sabadim Brownie, um Donut e corri na esteira como se nada tivesse acontecido"
579,"Mas brincadeiras a parte! Ponto pra o PR, isso é bom..."
580,"Frases do filme: ""Eu não tinha idéia do que você estava falando, mas eu não podia deixar que eu gostava escucharte"". Gerard Butler (P.S. Eu te Amo)"
582,NEM EU ACREDITO
583,Agita A Dm..
585,Eu todinho
587,hoje eu só queria umas besteirinhas pra comer e um filminho
588,kkkkkkkkkkkkkkkkk to rachando desses trem
589,"mais uma vez a sinusite me impedindo de fazer alguma coisa que eu tô planejando há meses, o tanto que eu odeio essa porra dessa doença não tá escrito na Bíblia"
590,Ganhei vários elogios agr rrs 🤗
591,"tbm achei, só pq é filho de famoso pode fazer o que quer? se fosse meu filho eu ja dava um puxão de orelha"
592,"calma, muita calma, minha hora tbm vai chegar uai"
594,eu ia te perguntar se gostas ainda bem q n cheguei a perguntar
595,as vezes o sujeito ta louco na droga
596,ah tá
597,Obrigada eu acho
598,amém
599,@maisa olhaaaa
600,"❤️❤️, eu sei"
601,Graças ao presidente do Brasil Jair Bolsonaro.  Tal Ok
602,Claramente com razão
603,quantos seguidores eu tô pfvr
604,eu tô cada vez mais certa da minha sapatonice.
605,Acho que tô flertando sem saber que estava flertando. Esse é o tweet
606,"ah não kkkkkkkkkkk  isso é bait, não é possível"
607,mo??? meu deus eu amo tanto o dois tem cenas tao icônicas
610,alquem p dançar cmg no baile do buena brisa
611,que lindaaa
612,hoje não parei um segundo minhas pernas tão só a dor
614,vamo fazer uma vaquinha e lerigo
615,"Ah fepi, hoje eu passo essa.  Amanhã, quem sabe. 😕"
616,to morrendo de dor na perna kisaco
617,ONDE ESTÁ A VEJA??? NO ESGOTO!!! QUE TRISTE FIM
618,feio
619,"não, chateada não :("
620,"@ArtemisCintia olha as orelhinhas, quero!"
621,aaafff minha princesa mais linda ❤️
622,Ao infinito e além!
623,"Eu: mãe não conta pra pessoa que eu te falei isso, ela vai te falar logo logo  ** A pessoa aparece na nossa frente**  Minha mãe: humkkk que carinha de novidade é essa? me conte tudo"
624,@CervejariaAmbev orgulho de empresas assim ❤️❤️❤️ Vamos continuar Twittando #OrgulhoDaMinhaHistoria
625,Antialérgico me derrubou n acredito q tô indo dormir as 8 da noite
626,"Quer educação e moradia? Então vá cobrar os arrombados q estão enrolando pra aprovar a reforma da previdência, q tem um custo enorme. E emprego q gera é o mercado. Bora ler mais livros de economia, bebê?"
628,Isso só interessa aos CORRUPTOS. Além de ser INCONSTITUCIONAL.
629,"amor, se eu estiver menos de 5 metros de distância de você não precisa gritar pra falar cmg. Meus ouvidos agradecem."
630,aí meu Deus eu n gosto de gente que enrola demais pra falar  enrola enrola enrola e no final eu n sei nem mais o que a pessoa queria falar   O odiooooooo
631,"pra eu cair no golpe, tem que ter mais lábia que eu"
633,Que lapa de bode eu tirei
634,"homem só sabe fazer três coisas, mentir, trair e fazer a gnt de otária, pq olha sinceramente...............é cada história que eu escuto"
636,eu tb n sabia q estava
637,"Depois de todos os planos, dá vontade de chorar quando penso em tudo, que inferno"
639,"Bêbado com sucesso, só faltou meu amor"
640,"Eu numa TPM do inferno, se o vento passar na minha frente eu grito com ele."
642,Quero voltar meu trampo logo p terminar de conquistar minhas coisas
643,Q linda amiga
645,Sim dms
646,Gente muito burra
647,força aí ícone p passar por essa opressão
648,kkkkkkkkkk ela eh doida amiga aí meudeus
649,quanto tempo não pagava todas as contas e ainda sobrava dinheiro 🙏
650,"puta que pariu, simplesmente perfeito"
651,meu deus minha eterna duvida sistemas de informação ou ciência da computação
653,"Minha tia pro meu pai “a Heloísa foi lá naquela festa do Grêmio” e ele “não é Grêmio não, é inter”"
655,Man eu vi que ele tinha falado merda mas não lembro mais o que foi.
656,"Patético, Doutor. O silêncio já era constrangedor, essa mensagem ai logo hoje só piorou o que já tava feio."
657,Queria ta falando com a Camila pra contar oq aconteceu
658,Vc é meu camisa 9 pai !
660,"Mãe vai me pagar um lanche, amo essa mulher"
661,com certeza ???
663,Meu wpp ta tao morto mds😑
664,bota a mesa do lado de fora da casa da vó e come olhando p rua
665,não julgo se eu fosse ele tmb iria querer
666,Vou é arrumar tudo e dormir que isto já deu oq tinha a dar
668,Se você me nota eu saio pela rua gritando KAKAKKAKAKKA(doida que nada)
669,"Pprt, a cada dia que passa me desanima mais! 😔👎🏽  Parece que você não serve pra nada 💩"
670,Ir no show dos paralamas
671,n tenho dinheiro nem pra ir na esquina
672,"Desejando um bolo de festa, Ahh 😋"
673,idai sou feio mas sei dançar
674,Esse árbitro do jogo Brasil x Franca da VNL é muuuuitoooo ruimmmmmm!!! #VoleiNoSportTV
675,Q abuso cr kkkkkkkk
676,Obrigada amore❤️❤️❤️
677,@Jasminiminii olha essa doida querendo suicídio coletivo de aniversário
678,Será que na terça é Messi Tchau ou Tite Tchau?
679,Uma pessoinha esperando seu lanche não quer guerra com ninguém
680,vc espalhando pro mundo q foi corna
681,"véi, não aguento mais ligar o ponto x no ponto y, dq a pouco vou ligar o ponto na p*t* que pariu😅"
682,consciência 100% limpa de que sempre farei o meu melhor
683,Meu sonho é aparecer no insta “memes do Twitter “
684,Penso não! Eca 😝
685,aí as gays enchem a porra do saco puta que pariu
686,O ser humano que inventou a integral era diferenciado viu
687,Q tu fez
688,O PT é oportunista e mancha um trabalho sério...
689,Pqp q vergonha. Sai do Cruzeiro logo.
690,"Observando a alegria dos torcedores do Atlético de Madrid com a contratação do Lodi vejo que definitivamente a alegria de uns é a tristeza de outros (com outros leia-se nós, atleticanos). Mas é isso aí, voa mlk!"
691,Estudamos pra isso né
692,sextinha ✔️
693,CALMA ERREI PQ EU FALEI BAIRRO
696,Aproveita que pra vc tá mais fácil. 😀
697,Beudels eu quero alimento
698,"Mofado é o cérebro dos bolsominons, porque eles não sabem usar!"
699,nostalgia is so passé
701,"melhor coisa que eu fiz foi usar o juice do vape como goma pra blunt, essa porra ficou boa demais quaquaqua"
702,"Pela tua lógica não pode reclamar, ou estou errado?"
703,Faz música pra Vassoura dançar em Hollywood. Sucesso garantido.
704,Bolo de chocolate é muito bom nmrl🤤
705,"fiquei em primeiro lugar de novo, aclamadissima amoh"
706,CARAAAAAALHOOOOOOOOO
707,vc sempre
708,queria ser o motivo dos tweets apaixonados de alguém
709,"Mas no seu caso, como você diz... Você deixa claro pros seus ""amigos"" no meu tweet base tá bem  claro, que são coisas contrárias, é questão de interpretação rsrs"
710,Como que morre com chupão o anta
712,ano passado eu morri mas esse ano eu não morro
713,anao henrique kkkkkkkkkk
714,"KKKKKKKKKKKKK chata n, seletiva"
715,KKKKKKKKKK eu to sendo positiva
716,masculinidades frágil feelings
717,nunca se diminua pra caber no mundo de alguém
718,EU TÔ CHORANDO DE RIR KKKKKKKKLKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK
719,Quanta diferença da qualidade do gramado da Arena Corinthians para o pasto de ontem na Arena do Grêmio. Hoje dá para cobrar bom futebol. De colombianos e chilenos.
720,gente meu fone q comprei rodoviária tá deixando meu cerular biruta parece q fumou crack  sei lá??
721,tudo no diminutivo pra combinar com o pauzinho dele🤩😍🤟👍😝
723,♰. É inacreditavelmente sensível ao frio. Qualquer mudança de temperatura lhe é desagradável.
725,"Que coisa lindaaaaa, isso aí"
726,Esse deve ser o universo paralelo deles.
728,sem paciência irmao
729,Mano dava pra ganhar facil
730,Quero uma sapatão dessa na minha vida🤤🤤🤤🤤🤩❤
731,poty me seguiu socorroooooo to tímida
732,"Em que voce contribui para melhorar esse pais, greg ? Nao volte. nao faz falta."
733,"Tô assistindo o @Tealzlol no TFT tem 3 semanas já. Ganhei 4 partidas, 3 seguidas, mas como ele disse ta o povo culpando a puramente a sorte xd sad"
734,"somos, nosso bebelô 💙"
735,eu- :’( *como um pedaço de pão de alho* eu- :D
736,A alegria do jovem de hj é comprar 3 neosoro por 10 conto
739,"Eu já estava à espera de uma resposta desse género  E sim, tristetraste, enche-te de óleo de coco, respira óleo de coco, come óleo de coco, bebe óleo de coco. Deixas de estar vazio"
741,nem eu sei po
742,Mt lindas as minhas mães 😍😍 Amo mt
743,Deus é top
745,"mas uma solução pra vocês que passam ou já passaram por isso, não se apeguem, conheçam a pessoa pra depois decidir se vão ficar com ela ou não, porque desilusão amorosa é uma das piores desgraças da vida."
746,BLZ agr ela ta puta cmg pq apaguei a foto
747,Colômbia x Chile já tá melhor que os 4 tempos de Brasil x Paraguai e Argentina x Venezuela em menos de 6min de jogo
748,"Contente, será que não é algo automático?"
749,vou sair virando o punho pelo oso flws
750,"Pois é, se o Bolsonaro tivesse o poder todo que eles julgam, acha que já não saberíamos quem tentou mata lo?"
751,"puro preconceito infelizmente, e o  ministério da saúde ainda diz que mantém a restrição por """"""motivos científicos"""""", e isso nem faz sentido??????"
753,toma algum remédio :((((
754,Queria viu
757,pena que eu só vou ver bia quando chegar em casa pena kkk
758,"Jantei omelete de atum num desgosto tão grande, que tô até com medo de dar dor de barriga! Vontade de uma pizza de milho verde com catupiry! 😢"
759,voltei cm o wpp chama lá (966220746)..
761,Ai calei kkk você que é perfeito aqui
762,eu te amo vida
763,rapaziada... aproveite a vida da melhor forma
764,Tudo da Lá Roche é bom rsrsrsrsrssrsrsrsrsrssss
765,em* burra demais
767,agredida pelo meu padrinho pois insinuei que ele vê novela
768,qual a porra da necessidade de me ligar NA HORA QUE EU TO JOGANDO FREEFIREEEEEEEEE
769,Sabia que prazoli terminaria.a ex do João a família dele seguir ela e adora já a @eugabiprado sempre sobe só suportava por causa do João mais nem ela botava fé nessa relação o pai o Pedro nunca gostaram dele devem está tão felizes que acabou e o João se livrou da louca
770,VEM CACHOPINHA AMOR DA MINHA VIDA
772,meu deus que gracinha kkkkkkkkkkjk
773,"muito legal a diversidade de plots, uma hora na tl vem uma fada e do nada um demônio, uns humanos comuns, uns híbridos, deuses"
774,A bola está quadrada então😂😂😂😂
775,Que está pasando che
776,"Mas é literalmente a porra que tá dentro da camisinha , a camisinha tá na cor normal mesmo"
777,VÃO ASSALTAR BURGES METAAAA
778,amor fati.
779,-     Irmão vc não sabe o quanto o Duim está vibrando pelo teu sucesso!   Rumo ao topo. Vc merece . Coração grandão. Muito diferenciado 👏🏾👏🏾👏🏾👏🏾👏🏾🙌🏾❤️🥋
780,"Não foi Bolsonaro que ""cedeu"". Aqueles que criticaram Bolsonaro o procuraram para fazer este acordo."
781,Vai ter outras sessões além do dia 7?
782,"O crime organizado do Reino dos Cogumelos, ele é tipo o Black Jack"
783,Mano ficar sem celular é horrível sério 😕😕
784,nós puto
785,quem aguenta
786,A Carol ta demorando e eu não aguento mais de tanta fome.
789,Um dia te conto a história. Kkkk
790,"Minha mãe fala q o ser foi embora e ainda tem a coragem de pedir pra eu ir agora. Tem 20 anos q eu sai dela e não conhece o meu psicológico até hoje, tem lógica não."
791,Quaaaaando é que o filhodaputa de Renan vai ser preso?!
793,heia Colombia! heia Shakira!
797,só se for de amor piceza
798,"tudo bem que comentar isso é MEGA desrespeitoso mas, sei lá, ninguém é obrigado a achar alguém bonito só por ser fã tlgd"
799,"Smp falava “não aguento mais o ensino médio acaba logo “, e alguns pessoas smp me falava aproveitar pois vc irá sentir falta, hj só queria voltar um pouco no tempo"
801,sou aaaaaa mano me abraça
802,Meu dedo chegou num limiar de dor tão grande que nao sinto mais ele
804,"rebele-se também contra os custos exorbitantes da Dilma como ex presidente, que vive torrando o dinheiro do contribuinte."
806,"Vou te falar, fogo no cu cura qlqr doença, tava morrendo de bronquite, tomei 2 injeções p não ter q tomar remedio em comprimido.. E to aq, prontinha p festa junina amanhã kkkkkkkkkkk Deus me perdoe"
807,Eu cheguei tarde mas o coro vai comer
809,Pprt tô com essa parada na mente até agr
810,fico lindo
811,O que vc acha?
813,meu primo baixou um negocio no meu notebook e quando faz isso vai parar na pasta de foto dum filme lesbico ai. laudo medico: viadinha
816,"Eu, me acabo de dormir 5 horas de siesta"
817,Porque eu me conheço e eu duvido que eu vá acordar cedo pra ir trabalhar amanhã
818,que odio café é vicianteeee
819,Duas
820,CE botou eu pra ouvir os travessos kkkkk vlw
821,Ta foda
822,"Demitiu o Bebiano a pedido do filho, que o chamou de mentiro publicamente e o Bolsonaro endossou, com suspeita de candidatura laranja, mas o Marclelo Álvaro (ministro do Turismo) enrolado nesse assunto até o pescoco não deu nada."
823,"Minha imunidade olha pra mim e ri, pq não é possível"
824,tu deve ter azedado por dentro
825,"Eu quero viver à beira mar, ser de qualquer lugar, ter no que acreditar..."
826,"Parece que estao fazendo sexo de verdade ...Tá vendo , acena não precisa ser quase porno pra mostrar veracidade , tapadasfas kkkkk"
828,nao consigo me afastar dele de jeito nenhum kkkkkai
829,"Quanto mais difícil a subida, mais bonita é a vista lá de cima!!"
830,"Na boa, eu não faço mais nada pra tentar agradar a ninguém, Eu sempre faço e não vale de merda nenhuma."
831,Até que fim vou voltar a ter tempo pra ir pros jogos do papão
832,"Eu tinha CERTEZA que daria certo! Eu não sabia como, mas eu nunca duvidei que tu conseguiria. Tu és uma pessoa muito iluminada, isso não foi nada mais do que merecido! Tô genuinamente feliz por ti! Que pai maravilhoso ♥️ Parabéns, Rach! Estarei sempre aqui acompanhando e torcendo"
833,"Sonhei com cobra, Deus me livre dessas falsidades, amém"
834,Q foi meu amor??
835,"ah não mentira né ?????????  EU SEMPRE AMEI ESSE JOGO, VSF olha, eu n tenho palavras pra descrever minha felicidade com o Habblet, na moralzinha....  quem disse q eu não vou criar uma conta novinha pra jogar dnv essa belezura? KKKKKKKKKKKJ pois é"
836,Eu já tava fazendo o barraco no portão
837,operei a fimose
839,Bora beber
840,"Foi igual acabei de falar para Ediane, não consigo não ajudar o pessoal de casa, querendo ou não sinto que preciso ajudar..."
841,Aaaai obrigada princesaaa
842,minha mãe ta estranha
844,Ainda bem que ainda existe vontade própria!
845,nmrl tava a 2 semanas sem comer macarrão e tava SURTANDO minha mãe fez uma panelona de macarronada e mds comi 5 pratao sem meme mano eu to q nem consigo levantar
846,"Globo news #empauta vcs tao com dor de cotovelo, querem ofuscar o Brilho do  Bolsonaro neste acordo com a união europeia e Mercursul , morram de raiva foi assinado no governo dele , e sempre rejeitado pelos governos de esquerda durante 20 anos!!!"
849,daqui a pouco vou me mudar p sao luiz de tanto q eu vivo aqui
850,"Música tem, mas qm vai no estádio não canta 🤷"
851,Mas teve q baixar a bola na política ambiental... #BolsonaroVergonhaInternacional
852,tenho visto quase td mundo tendo tempo p td. menos p mim ultimamente...  aff
853,é sim mano
854,Vou fazer uma comidinha delícia pro maridinho 😍
855,"Bem, de fato há MGTOW contra mulheres sim. Não concordo com isso. Mas como falei, eles viram uma faceta do quebra cabeças que os conservadores passaram pano por muito tempo."
856,"Mano tô ficando puto já, n sei pq um app fica mandando msg p algumas pessoas aleatórias no meu tt, se algum dia vc receber ignore pff"
857,sem deixar farelo 😘
858,"#EmPauta Eliane Cantanhede acabou de falar no #EmPauta que o governo Bolsonaro estava ""um pouquinho excessivo"" com relação ao meio-ambiente!"
