,tweet
384,vou tweetar alguns fatos sobre mim
385,"Olha o que o tempo faz, eu nem me conheço mais."
386,Até agora essa ano está sendo bom pra vocês?
387,A depressão é uma doença desgraçada pra caralho.
388,"Depressão não tem cura. Por mais que consigas se afastar dela, ainda estará vulnerável a recaídas internas."
389,"Me sinto num deserto. Sozinho, sem avistar um caminho, cansado e abatido esperando minha morte chegar."
390,"Alguém me tire desse óbito interno, alguém me faça sentir preenchido, amado, acolhido."
391,"Você criou a sua própria tempestade, não venha até mim quando chover, pois eu não estarei aqui."
392,"O mundo acabando ou não, não fará diferença alguma, pois o meu mundo acabou há muito tempo."
393,"Ninguém vai te entender, até passar pela mesma situação."
394,"faltou o complexo de inferioridade, mas é só o resumo mesmo."
396,A crise existencial tarda mas não falha.
398,A pior insatisfação que você pode ter é consigo mesmo.
399,Esse complexo de inferioridade acaba comigo em todos os aspectos
400,"A sensação de inferioridade quanto a sociedade, é uma morte lenta e dolorosa."
401,"Não importa o quanto você se esforce para ser suficiente, sempre haverá alguém melhor, mais interessante e mais atraente que você."
402,Nenhum psicólogo ou psiquiatra desse mundo conseguiria diagnosticar o tamanho do meu caos interno.
403,"Me sinto mal quando fico perto de pessoas aparentemente felizes. Não por ódio, e sim por saber que nunca serei como elas."
404,Até eu sinto dó de mim mesmo.
405,Eu presenciei minha morte interna lenta e dolorosa ao longo da minha vida.
406,"E acabou exatamente como começou, do nada e sem amor."
407,Hoje a noite pede uma corda e um banquinho.
408,"É incrível o quão estúpidos podemos ser, quando estamos amando alguém."
409,"A tristeza diária me tira tudo, desde sorrisos até o sono."
410,Eu só queria ter estabilidade emocional
411,Toda a insegurança que houver nessa vida.
412,"Pessoas sensíveis, muitas vezes, são punidas por serem sensíveis. Como se o próprio fato de ser sensível já não fosse um castigo suficiente."
413,Eu não consigo avistar uma luz no meio de tanta escuridão
414,Sinto falta da minha vida antes da depressão
415,"Pior do que se sentir deslocado no mundo, é se sentir assim dentro de sua própria casa."
416,"Sinto falta de coisas que nunca tive, e a saudade não me coube, me faz transbordar."
417,"O tempo me conseguiu tirar até a beleza interior, que era a única que eu tinha."
418,"Eu não consigo imaginar que alguém um dia estará disposto a passar o resto de sua vida comigo, eu não consigo."
419,"Vamos voltar às décadas seguintes, onde o amor não era a lenda que se tornou hoje."
420,"Geração pobre de espírito, de empatia e de amor."
421,queria ser menos inseguro com tudo na minha vida
422,Passar noites em claro idealizando uma vida perfeita faz parte.
423,A pior insatisfação que você pode ter é aquela por você mesmo.
424,Eu só queria ter paz e alguém pra ir a guerra me ajudar a lutar.
425,"Às vezes o amor não é o bastante, e a estrada fica difícil."
426,Eu vivo de ilusões para tentar fugir da realidade.
427,As vezes eu me controlo para não passar da linha amarela de 30 cm entre a plataforma e o trem e me jogar.
428,"Ser magoado por alguém é ruim, mas vocês já experimentaram a sensação de sobreviver após uma tentativa de suicídio? É decepcionante."
429,Para onde vai a felicidade quando a dor nos invade ?
430,"E se essas substâncias me proporcionam isso, por que não?."
431,"Ano novo, problemas psicológicos velhos."
432,Só neste ano eu perdi as contas de quantas vezes já quebrei a cara.
433,"Meu vicio não é no álcool, nem nas drogas. Sou viciado em fugir da realidade."
434,Pagar caro demais numa vida sem valor algum.
435,"Às vezes eu paro e penso: O que fiz de tão errado na vida, para ela ser tão ruim e injusta comigo?"
436,"Aproveite a madrugada para chorar, ninguém te escutará, nenhuma satisfação terás que dar."
437,"Então diga que o tempo fecha todas as feridas, e que pra nós existe uma saída, que nem por um segundo me esqueceu."
438,É tão contraditório o fato da minha vida me matar todos os dias.
439,A vida é uma corda e eu me enforquei.
440,Não se rendam ao mundo sombrio e escuro chamado depressão.
441,"A depressão só termina, quando finalmente ela acaba contigo."
442,"Mas tudo bem, nem sempre estamos na melhor..."
443,O problema é que eu acho todo mundo melhor do que eu.
444,"Eu ando tão fragilizado, coisas pequenas e inúteis já me entristece e desestabiliza."
445,"O meu erro foi achar, que o tempo seria capaz de curar, essas feridas que jamais se fecharão por completo."
446,"O tempo te tira tudo; sua segurança, sua autoestima, suas perspectivas, seus sonhos, sua vontade de viver..."
447,"Não quero pensar, não quero fazer planos e nem criar expectativas. Quero apenas que os dias passem."
448,"Eu não vou ver o sol nascer, pois tranquei minhas janelas, pra não deixar a luz entrar."
449,"Esperar por pessoas ou coisas que você sabe que não voltarão, ou acontecerão."
450,verás que um filho teu não sabe lidar com os próprios sentimentos
451,"Eu tentei ser suficiente para alguém, quando era insuficiente para mim mesmo."
452,não tenho mais saco para ouvir essas mesmas coisas toda hora
453,"""nunca te abandonarei"" ah, não me venha com esses papos furados, preguiça."
454,Ultimamente não ando com vontade de conversar com ninguém
455,"Ah, 2017... por favor não me decepcione."
456,Torcer para esse ano não ser 2016 parte 2
457,"Queria desejar um feliz ano novo a todos, que neste ano consigamos cumprir nossas metas, se sentir vivo e se sentir feliz 💙"
458,"Talvez eu ache algo mais forte, que faça eu me sentir melhor."
459,pra mim esse ano foi o pior de todos
460,"Na falta de um amor real, inventei um na minha mente"
461,O que esse ano foi pra você?
462,"Terminarei esse ano horrível com um semblante carregado, e com várias feridas abertas"
463,Alguém me devolva as poucas forças que esse ano me tirou?
464,"O inferno é real, sinto ele todos os dias dentro de mim."
465,"Minha exaustão interna é tão grande, que não preciso fazer esforço físico para me sentir cansado."
466,"Ultimamente, viver nunca foi tão desgastante como é agora."
467,"Eu sou um atestado de orbito, esperando o tempo ter tempo pra assinar."
468,"Ato de coragem é continuar vivendo, quando sua maior vontade é de acabar com sua vida."
469,Como me livrar dessa vontade de só ficar deitado esperando o tempo passar?
470,"Coisas pequenas me magoam, coisas pequenas me destroem."
471,"Este ano acabou comigo em todos os sentidos. Fisicamente, emocionalmente e psicologicamente."
472,Ao longo da minha vida carregarei traumas que nem mesmo o tempo será capaz de me fazer supera-los.
473,Sofro por coisas que crio na minha própria mente
474,"Mais um ano se passou, nada mudou, só piorou, acabado eu estou."
475,Deus sabe que eu tentei.
476,"Deus sabe que eu vivi, Deus que eu amei, Deus sabe que eu morri."
477,"Eu não queria muito, só precisava que você ficasse..."
478,Não te tornes aquilo que te feriu.
479,"Dias piores ""verão"""
480,"Não é fácil assim. Para voltar para ele tem que ter forças, e forças é tudo que eu não tenho..."
481,A pior coisa que fiz foi ter me afastado de Deus.
482,Ainda estou com essa sensação
483,Espero que um dia toda essa dor seja útil.
484,"A ansiedade e paranoia tiram a minha paz, estou quase surtando."
485,"Ei moça, não precisa seguir padrões. Dane-se o que a sociedade acha de bonito, tenha orgulho de ser da forma que és."
486,"A depressão, ansiedade e paranoia me destruindo desde que me entendo por gente."
487,É horrível pressentir que algo ruim irá acontecer
488,Estou com uma péssima sensação
489,"2016 já deu, não aguento mais"
490,Todo dia é um péssimo dia para ser eu.
491,"Quem nasceu para ser minha companhia: a desinstabilidade emocional, solidão, neuroses, e paranoias."
492,"Com meu humor bipolar, minhas crises e neuroses consegui afastar todo mundo de mim."
493,As lágrimas tentam cair mas minha fonte de choro secou.
494,Me vi tão derrotado e magoado ao ponto de não conseguir chorar mais.
495,Eu consigo estragar tudo sem medir esforços.
496,"Todos os planos e sonhos que construí para este ano foram arruinados e destruídos, na minha frente."
497,Parece que o universo está me testando para ver até onde eu aguento.
498,O que tem de tão errado comigo que ninguém consegue permanecer na minha vida?
499,Queria saber o porquê das pessoas me trocarem e me abandonarem tão rápido.
500,Vocês também se sentem 100% substituíveis? Porque eu sim.
501,Dormir é a melhor fuga temporária dos problemas
502,Eu não tenho mais forças para prosseguir. Rastejo pela vida pedindo ajuda e uma trégua.
503,Este ano minhas crises existenciais ficaram mais frequentes.
504,"A dor na garganta é intensa, engolir o choro nunca foi tão difícil."
505,Meu coração já não suporta mais ser despedaçado novamente.
506,Tudo aqui é involuntário. Desde acordar todos os dias a sorrir de vez em quando.
507,Você foi embora antes mesmo de me dizer adeus.
508,"É cansativo sentir tudo isso, todos os dias, mas o que posso fazer a não ser me lamentar?"
509,Todo dia é o pior dia da minha vida.
510,"Me pergunta se estou bem, eu respondo que sim, você acredita e eu vejo que tu não se importava com a resposta."
511,"Minha vida nada mais é do que uma estação trem. Pessoas vem, pessoas vão, mas nenhuma fica."
512,"Levantar da cama, ultimamente, tem sido a coisa mais difícil e involuntário que ando fazendo da vida."
513,"Sinto falta do que eu era a uns anos atrás, alguém que vivia e não apenas existia."
514,"O quão alto você me fará voar, até cortar minhas asas?"
515,"Onde está você agora? além de aqui, dentro de mim."
516,Começa com borboletas no estomago e termina com um vazio no coração.
517,Hoje eu sou o que restou da dor.
518,Eu só sinto vontade de chorar
519,"Esse ano foi para quebrar a cara, aprender na marra, chorar, sofrer, lutar para perder."
520,"É triste ver seres humanos cheios de vida e de sonhos, perderem a vida dessa forma, e não poderem fazer nada para impedir... #ForçaChape"
521,Sou arquiteto da minha própria destruição.
522,Não estou psicologicamente preparado para mais uma segunda feira horrível.
523,"Eu estou tão sozinho nesse mundo, e isso me assusta tanto..."
524,As coisas e pessoas que eu amo tem o costume de me destruir.
525,"De todos os anos que tive, esse com certeza foi o pior e mais difícil ano da minha vida."
526,Já tive vários amigos vários.
527,"O pior é que a vida conhece meus pontos fracos, e foi neles que ela investiu para me destruir aos poucos."
528,"Minha vida é artificial, demonstro ser o que não sou para não ser julgado, e isso me destrói."
529,A quem eu quero enganar? Sei que não poderei levar isso a diante
530,"Ao me sentar no chão, pude perceber, que o solo estava menos frio que meu coração."
531,"Pode ser a mesma dor, mas sempre afetará de forma distinta cada um. Cabe a nós respeitarmos."
532,"Nunca julgues dores que nunca sentistes, por favor."
533,"Não é certamente vontade de ingerir álcool, só quero esquecer dos meus problemas por um instante, e rir deles junto com eles."
534,"Coisas boas são tão várias, temporárias, efêmeras."
535,"Pois quando não estás aqui, sinto falta de mim mesmo."
536,"Pois quando não estás aqui, não sinto que estou vivendo o meu sonho. #UnidosPeloNovembroAzulSdv"
537,"Ei garçom, por favor, me dê um gole de vida."
538,"E meu olhar fundo e decaído, grita por si, que não estou bem há muito tempo."
539,"Eu pude ver, o sol desaparecer, do meu rosto, dos meus olhos, da minha vida."
540,"Amor é quando você tem todos os motivos para odiar a pessoa, mas continua a amando, mesmo sem motivos para isso."
541,É difícil esquecer daquilo que já te fez feliz um dia.
542,"Sofrer por amor é tão contraditório, o amor deveria apenas fazer bem."
